AccountId,TransactionId,TransactionId_OBIE,BookingDateTime,ValueDateTime,RawDateString,InstructedAmount,TransactionAmount,Currency,OriginalCurrency,ExchangeRate,TransactionType,MerchantCategoryCode,BankTransactionCode,ProprietaryBankTransactionCode,Reference,Balance,CounterpartyName,CounterpartyAccount,Status,merchant_name,category
A001,T806765,O4886793,2025-12-13 22:18:45,2025-12-14 22:18:45,,-50.68,-50.68,GBP,GBP,,Credit,5942,BTC628,PBC815,REF76918,6554.54,,,Booked, Amazon,Online Shopping
A003,T680828,O4769795,2025-07-03 10:08:42,2025-07-03 10:08:42,,2500,2500,USD,USD,,Debit,6011,BTC223,PBC353,REF69177,11357.24,Counterparty 6,CP716886,Booked,PAYROLL LTD ,Income
A001,T369845,O7408577,2025-12-11 08:45:56,2025-12-12 08:45:56,2025/12/11 08:45:56,-33.16,-33.16,GBP,GBP,,Debit,5812,BTC208,PBC839,REF86449,16153.79,,,Booked,tSarbucks,Food & Drink
A002,T698076,O4189967,2025-11-14 22:51:50,2025-11-14 22:51:50,2025/11/14 22:51:50,-800,-800,EUR,EUR,,Refund,6513,BTC640,PBC608,REF94178,9517.86,,,Booked,LANDLORD LTD,Rent / Mortgage 
A001,T981508,O1555218,2025-07-19 16:36:11,2025-07-20 16:36:11,2025-07-19 16:36:11,2500,2500,GBP,GBP,,Credit,6011,BTC235,PBC115,REF61368,4042.26,,,Pending,PAYROLL LTD,Income 
A001,T597452,O7837960,2025-06-04 08:39:04,2025-06-05 08:39:04,2025-06-04 08:39:04,-85.67,-85.67,GBP,GBP,,Debit,4812,BTC496,PBC924,REF99830,16792.58,,,Booked,Verizon, Mobile / Telecom 
A001,T988765,O6385308,2025-12-05 06:17:51,2025-12-06 06:17:51,,2000,2000,GBP,GBP,,Debit,6011,BTC414,PBC682,REF26293,8319.98,,,Booked,PAYROLL LTD ,Income
A001,T991450,O3483052,2025-11-27 06:59:44,2025-11-27 06:59:44,,-211.45,-211.45,GBP,GBP,,Refund,5651,BTC426,PBC982,REF26552,12374.98,,,Booked, azra, Clothing 
A003,T680099,O9898037,2025-09-07 09:59:54,2025-09-07 09:59:54,,-1000,-1000,USD,USD,,Refund,6513,BTC610,PBC104,REF27647,16615.14,,,Booked, LANDLORD LTD,Rent / Mortgage
A003,T179918,O8892606,2025-07-07 15:46:11,2025-07-07 15:46:11,,1944.59,,USD,USD,,Credit,6513,BTC808,PBC957,REF10673,15514.98,,,Booked,LANDLORD LTD, Rent / Mortgage 
A002,T111303,O8526850,2025-08-06 15:44:11,2025-08-06 15:44:11,,-706.35,-706.35,EUR,EUR,,Debit,4899,BTC686,PBC361,REF60950,6537.64,,,Booked,Netflix,Streaming / Subscriptions 
A002,T479198,O4527678,2025-12-26 09:32:04,2025-12-27 09:32:04,,-698.71,-698.71,EUR,EUR,,Credit,5942,BTC945,PBC644,REF17010,8977.34,,,Booked,Amazon,Online Shopping 
A003,T790491,O3169313,2025-10-02 18:11:36,2025-10-03 18:11:36,,2000,2000,USD,USD,,Debit,6011,BTC545,PBC841,REF88091,1347.65,,,Booked,PAYROLL LTD ,Income
A003,T106658,O3646667,2025-12-19 10:20:53,2025-12-19 10:20:53,,1500,1500,USD,USD,,Credit,6011,BTC485,PBC896,REF90273,2767.67,Counterparty 125,CP184643,Booked,PAYROLL LTD ,Income 
A001,T347845,O8891816,2025-09-28 19:12:47,2025-09-29 19:12:47,,-111.68,-111.68,GBP,GBP,,Credit,5812,BTC250,PBC403,REF80569,7720.89,,,Booked,Starbucks, Food & Drink
A003,T621691,O4134272,2025-11-02 16:59:19,2025-11-03 16:59:19,,321.59,321.59,USD,USD,,Transfer,4899,BTC495,PBC447,REF67637,18410.52,,,Booked,Netflix ,Streaming / Subscriptions
A001,T630608,O1628047,2025-12-15 12:16:18,2025-12-16 12:16:18,,-166.52,-166.52,GBP,GBP,,Debit,5311,BTC286,PBC537,REF88757,16053.79,,,Booked,target, Retail
A001,T258737,O5059357,2025-03-10 08:13:57,2025-03-11 08:13:57,,-619.89,-619.89,EUR,GBP,0.792,Refund,4899,BTC636,PBC882,REF43558,10128.73,,,Pending,eNtflix , Streaming / Subscriptions
A001,T665435,O4300220,2025-08-20 14:36:44,2025-08-21 14:36:44,,1500,1500,GBP,GBP,,Transfer,6011,BTC105,PBC456,REF18177,3061.23,,,Booked, PAYROLL LTD,Income 
A001,T546137,O9014254,2025-08-02 18:30:17,2025-08-03 18:30:17,,-42.47,-42.47,GBP,GBP,,Debit,7230,BTC546,PBC993,REF88296,2868.97,,,Booked,Hair Salon,Personal Care
A003,T143926,O5626482,2025-11-14 22:02:42,2025-11-15 22:02:42,"Nov 14, 2025 10:02 PM",-147.09,-147.09,USD,USD,,Credit,0,BTC731,PBC493,REF22214,5361.12,,,Booked,**** ,Corrupted
A001,T734604,O3335477,2025-01-16 21:15:00,2025-01-16 21:15:00,2025-01-16 21:15:00,-93.54,-93.54,GBP,GBP,,Credit,5411,BTC203,PBC268,REF25216,8200.04,,,Booked,Tesco,Supermarket
A001,T638292,O5878387,2025-06-04 11:57:09,2025-06-05 11:57:09,,-84.91,-84.91,GBP,GBP,,Refund,5812,BTC968,PBC607,REF64484,3870.02,Counterparty 103,CP609713,Booked, Starbucks,Food & Drink
A003,T213349,O3747534,2025-05-21 08:49:41,2025-05-21 08:49:41,,91,91,USD,USD,,Credit,5411,BTC896,PBC938,REF25012,18506.63,,,Booked,tesco , Grocery 
A002,T882193,O8749462,2025-08-22 08:44:46,2025-08-23 08:44:46,2025-08-22 08:44:46,1500,1500,EUR,EUR,,Refund,6011,BTC174,PBC754,REF13501,16971.24,,,Booked,payroll ltd,Income
A003,T402692,O5611266,2025-07-05 11:20:53,2025-07-05 11:20:53,05/07/2025 11:20,-75.09,-75.09,USD,USD,,Debit,5541,BTC399,PBC133,REF38905,15395.54,,,Booked, Shell Fuel,Fuel
A002,T849937,O5733096,2025-11-20 14:18:41,2025-11-21 14:18:41,"Nov 20, 2025 02:18 PM",-222.14,-222.14,EUR,EUR,,Refund,4899,BTC290,PBC204,REF12900,14269.25,,,Booked,Netflix , Streaming / Subscriptions
A003,T701981,O2055775,2025-07-10 22:37:36,2025-07-10 22:37:36,10/07/2025 22:37,-71.97,-71.97,USD,USD,,Refund,6012,BTC704,PBC411,REF65450,9173.06,,,Booked, Overdraft Fee,Bank Fees
A002,T563785,O1267525,2025-01-03 20:06:01,2025-01-03 20:06:01,2025-01-03 20:06:01,-26.02,-26.02,EUR,EUR,,Transfer,4121,BTC333,PBC642,REF50225,16248.1,,,Booked,bUer, Transit 
A003,T916639,O9693462,2025-05-21 08:32:12,2025-05-22 08:32:12,,1500,1500,USD,USD,,Refund,6011,BTC113,PBC240,REF28837,7651.88,,,Booked,PAYROLL TLD,Income
A001,T544726,O4016499,2025-06-14 10:18:55,2025-06-15 10:18:55,,50,50,GBP,GBP,,Refund,6012,BTC535,PBC738,REF89223,7079.01,,,Booked,Overdraft Fee, Bank Fees
A001,T906233,O2266952,2025-11-14 07:17:55,2025-11-15 07:17:55,,-29.74,-29.74,GBP,GBP,,Credit,0,BTC484,PBC562,REF64293,7459.87,,,Booked,****,Corrupted
A001,T873111,O1459457,2025-05-28 22:22:12,2025-05-28 22:22:12,2025/05/28 22:22:12,-506.09,-506.09,EUR,GBP,1.11,Transfer,5942,BTC680,PBC155,REF39287,1239.36,,,Pending,Amazon ,Online Shopping
A003,T132897,O2346274,2025-12-14 11:23:54,2025-12-14 11:23:54,,-157.66,-157.66,USD,USD,,Debit,5712,BTC569,PBC775,REF96074,17312.84,,,Booked,IKEA, Home Furnishing
A001,T195246,O3115310,2025-08-19 19:19:10,2025-08-19 19:19:10,,-7.48,-7.48,GBP,GBP,,Transfer,4111,BTC125,PBC811,REF70734,16678.93,Counterparty 114,CP220098,Booked,trainline,Transport Services
A002,T661365,O9513662,2025-12-13 14:45:50,2025-12-13 14:45:50,13/12/2025 14:45,-161.67,-161.67,EUR,EUR,,Transfer,4812,BTC198,PBC903,REF26877,1200.96,,,Pending,Verizon,Mobile / Telecom
A002,T837733,O9430894,2025-09-06 10:30:20,2025-09-06 10:30:20,,-2.81,-2.81,EUR,EUR,,Transfer,5812,BTC515,PBC802,REF30934,13496.1,,,Booked,starbucks, Food & Drink
A002,T260669,O6000236,2025-01-27 16:35:20,2025-01-27 16:35:20,,2000,2000,EUR,EUR,,Refund,6011,BTC150,PBC806,REF93575,-689.77,,,Pending,PAYROLL LTD,Income 
A003,T732063,O1155477,2025-01-25 08:41:36,2025-01-25 08:41:36,,-65.15,-65.15,USD,USD,,Credit,5812,BTC997,PBC138,REF47941,18497.55,,,Booked,Starbucks , Food & Drink 
A002,T611976,O3079808,2025-05-28 08:31:06,2025-05-28 08:31:06,,-1200,-1200,EUR,EUR,,Credit,6513,BTC765,PBC243,REF67939,6632.91,,,Failed,landlord ltd,Rent / Mortgage 
A001,T976566,O5200476,2025-12-27 10:04:03,2025-12-27 10:04:03,,-95.53,-95.53,GBP,GBP,,Credit,5411,BTC852,PBC430,REF66626,19991.02,Counterparty 59,CP807053,Booked,Tesco, Food Store
A001,T204837,O2217071,2025-01-28 13:25:07,2025-01-29 13:25:07,,-53.01,-53.01,GBP,GBP,,Credit,4121,BTC568,PBC423,REF49321,10290.32,Counterparty 160,CP690341,Booked,uber, Transit
A001,T597793,O3847361,2025-09-24 21:43:39,2025-09-25 21:43:39,,-653.4,-653.4,GBP,GBP,,Transfer,4899,BTC651,PBC488,REF82756,13998.55,,,Booked, Netflix, Streaming / Subscriptions 
A002,T168209,O3944885,2025-04-16 17:02:17,2025-04-16 17:02:17,,-108.73,-108.73,EUR,EUR,,Debit,5812,BTC717,PBC678,REF99441,4452.11,Counterparty 33,CP882209,Booked,starbucks ,Food & Drink
A001,T538738,O2857975,2025-02-18 11:02:52,2025-02-19 11:02:52,,484.67,484.67,GBP,GBP,,Refund,4899,BTC500,PBC260,REF63852,14606,,,Booked,Netflix ,Streaming / Subscriptions 
A003,T700495,O6052539,2025-12-10 20:11:43,2025-12-10 20:11:43,2025-12-10 20:11:43,-24.06,-24.06,USD,USD,,Transfer,7230,BTC892,PBC740,REF16665,530.5,,,Booked,hair salno,Personal Care 
A003,T654823,O2602061,2025-03-10 17:11:45,2025-03-10 17:11:45,,2000,2000,USD,USD,,Credit,6011,BTC799,PBC482,REF17752,-902.12,,,Booked,PAYRLOL LTD,Income 
A001,T174928,O1861378,2025-07-17 15:39:48,2025-07-18 15:39:48,,2500,2500,GBP,GBP,,Refund,6011,BTC859,PBC213,REF77936,14649.04,,,Booked,PAYROLL LTD ,Income
A002,T539892,O1887318,2025-11-16 08:38:47,2025-11-16 08:38:47,2025-11-16 08:38:47,-240.8,-240.8,EUR,EUR,,Transfer,6300,BTC465,PBC267,REF27759,23.01,,,Pending,Health Insurance, Insurance 
A002,T205002,O3797658,2025-12-06 18:52:56,2025-12-07 18:52:56,,1702.59,,EUR,EUR,,Debit,4121,BTC810,PBC643,REF40202,16708.01,,,Booked,Uber,Transit
A002,T121954,O3689667,2025-11-16 18:18:43,2025-11-17 18:18:43,2025-11-16 18:18:43,-47.64,-47.64,EUR,EUR,,Refund,5812,BTC497,PBC363,REF32852,15914.46,,,Booked,Starbucks,Food & Drink
A003,T555884,O6707197,2025-12-17 21:05:48,2025-12-17 21:05:48,17-12-2025 21:05:48,-103.61,-103.61,USD,USD,,Debit,7230,BTC887,PBC756,REF44973,8528.2,,,Pending, Hair Salon,Personal Care 
A003,T533595,O5145110,2025-02-08 21:51:13,2025-02-08 21:51:13,,-134.49,-134.49,USD,USD,,Transfer,5812,BTC679,PBC268,REF19514,18689.78,,,Booked,Starbucks,Food & Drink 
A002,T196369,O5299058,2025-12-10 06:19:14,2025-12-10 06:19:14,2025-12-10 06:19:14,-171.87,-171.87,EUR,EUR,,Refund,4812,BTC355,PBC338,REF86304,10950.36,,,Booked,veirzon ,Mobile / Telecom
A002,T360322,O8035849,2025-11-06 17:10:16,2025-11-06 17:10:16,,2500,2500,GBP,EUR,1.0246,Refund,6011,BTC666,PBC922,REF14635,18232.95,,,Booked,PAYROLL LTD,Income
A001,T952924,O4408213,2025-12-07 14:44:54,2025-12-07 14:44:54,,-7.87,-7.87,GBP,GBP,,Transfer,5812,BTC221,PBC329,REF74769,5047.2,,,Booked,starbucks ,Food & Drink
A003,T417012,O6904121,2025-01-28 18:14:24,2025-01-29 18:14:24,,-117.24,-117.24,GBP,USD,1.43,Debit,5541,BTC455,PBC800,REF12408,19915.88,,,Booked,Shell Fuel ,Fuel
A002,T351187,O8459700,2025-10-20 13:01:24,2025-10-20 13:01:24,,2000,2000,EUR,EUR,,Refund,6011,BTC842,PBC835,REF91338,11521.49,,,Booked,PAYROLL LTD,Income 
A001,T738613,O4720687,2025-07-23 11:06:13,2025-07-24 11:06:13,,2000,2000,GBP,GBP,,Credit,6011,BTC165,PBC369,REF21552,14214.39,,,Pending, payroll ltd ,Income
A001,T599580,O4575673,2025-05-28 06:08:19,2025-05-28 06:08:19,,-50,-50,GBP,GBP,,Transfer,6012,BTC891,PBC722,REF19841,9308.05,,,Booked,overdraft fee,Bank Fees
A001,T203685,O5809679,2025-09-12 15:41:05,2025-09-13 15:41:05,,-59.47,-59.47,GBP,GBP,,Debit,5912,BTC173,PBC761,REF82327,15542.45,,,Booked,Pharmacy,Personal Care
A003,T664139,O8905261,2025-03-12 20:39:09,2025-03-12 20:39:09,2025/03/12 20:39:09,-7.3,-7.3,USD,USD,,Debit,4111,BTC412,PBC560,REF24585,3279.83,Counterparty 54,CP875959,Pending, trianline,Transit
A002,T233308,O6554277,2025-06-23 10:23:36,2025-06-23 10:23:36,,-17.31,-17.31,EUR,EUR,,Transfer,0,BTC668,PBC448,REF46769,15413.5,,,Booked,****,Corrupted
A002,T608950,O8425962,2025-02-26 16:43:38,2025-02-26 16:43:38,26-02-2025 16:43:38,2000,2000,GBP,EUR,1.4205,Transfer,6011,BTC714,PBC192,REF90902,18976.85,,,Booked, PAYROLL LTD ,Income 
A002,T385166,O6473593,2025-02-08 22:26:44,2025-02-08 22:26:44,,-369.47,-369.47,EUR,EUR,,Debit,4899,BTC817,PBC951,REF61505,568.44,,,Booked,Netfilx ,Streaming / Subscriptions
A002,T715332,O8698199,2025-08-09 11:26:32,2025-08-09 11:26:32,,-449.11,-449.11,EUR,EUR,,Credit,5311,BTC875,PBC447,REF41886,9121.37,,,Booked,Target , Retail 
A003,T818534,O7087698,2025-07-08 14:56:50,2025-07-08 14:56:50,,44.83,44.83,USD,USD,,Credit,5411,BTC754,PBC817,REF50536,10233.12,,,Booked, eTsco,Groceries
A003,T519645,O9614497,2025-04-27 18:12:31,2025-04-27 18:12:31,,-275.66,-275.66,USD,USD,,Debit,5942,BTC988,PBC735,REF69301,441.43,,,Booked, amazno,Online Shopping
A001,T125990,O3970445,2025-08-05 19:08:02,2025-08-05 19:08:02,,-45.03,-45.03,GBP,GBP,,Debit,5912,BTC985,PBC266,REF41029,14467.85,,,Pending, Pharmacy ,Personal Care
A003,T380345,O4782209,2025-12-12 07:07:24,2025-12-12 07:07:24,,-95.74,-95.74,USD,USD,,Refund,6012,BTC871,PBC862,REF37498,4820.05,,,Booked,Overdraft Fee, Bank Fees 
A003,T508647,O2449920,2025-12-12 19:24:38,2025-12-12 19:24:38,,-990.46,-990.46,USD,USD,,Refund,6513,BTC559,PBC753,REF34147,1798.65,,,Booked,landlord ltd, Rent / Mortgage 
A003,T109852,O1226440,2025-03-05 08:27:15,2025-03-05 08:27:15,2025-03-05 08:27:15,-109.28,-109.28,USD,USD,,Credit,5912,BTC374,PBC246,REF20957,10389.77,,,Booked,Pharmacy, Personal Care
A003,T573467,O3082675,2025-12-27 14:18:47,2025-12-27 14:18:47,2025-12-27 14:18:47,-1500,-1500,USD,USD,,Credit,6011,BTC760,PBC483,REF40637,11719.32,Counterparty 171,CP488563,Booked, PAYROLL LTD,Income 
A001,T403708,O1323057,2025-12-09 13:15:03,2025-12-10 13:15:03,,-82.66,-82.66,GBP,GBP,,Refund,5541,BTC786,PBC505,REF93142,-506.22,,,Booked,Shell Fuel,Fuel
A003,T489398,O4423255,2025-12-19 16:02:35,2025-12-20 16:02:35,,1500,1500,USD,USD,,Refund,6011,BTC179,PBC342,REF76982,499.26,,,Booked,PAYROLL LTD,Income
A002,T418672,O5892153,2025-05-27 08:36:23,2025-05-27 08:36:23,,-210.78,-210.78,EUR,EUR,,Debit,4899,BTC477,PBC305,REF11044,8742.46,,,Pending, Netflix, Streaming / Subscriptions 
A001,T356230,O2488175,2025-02-08 12:56:20,2025-02-09 12:56:20,,-123.42,-123.42,GBP,GBP,,Credit,4812,BTC920,PBC848,REF72134,15919.92,,,Booked, Verizon ,Mobile / Telecom 
A003,T819143,O3816458,2025-05-18 15:44:18,2025-05-18 15:44:18,,-28.57,-28.57,USD,USD,,Transfer,5812,BTC260,PBC987,REF63234,2137.57,,,Pending, Starbucks,Food & Drink
A001,T278085,O8527111,2025-07-10 10:11:18,2025-07-10 10:11:18,2025-07-10 10:11:18,2000,2000,EUR,GBP,0.9443,Credit,6011,BTC659,PBC508,REF29570,18619.25,,,Booked, PAYROLL LTD ,Income
A003,T206176,O8284673,2025-01-28 07:18:01,2025-01-28 07:18:01,,-32.81,-32.81,USD,USD,,Transfer,5411,BTC268,PBC721,REF95673,3316.56,,,Pending,Tesco , Groceries
A001,T661762,O9882154,2025-11-03 07:48:00,2025-11-03 07:48:00,03/11/2025 07:48,-18.22,-18.22,GBP,GBP,,Transfer,4121,BTC112,PBC117,REF63914,-640.01,,,Pending, Uber,Transit
A003,T274195,O2831995,2025-09-24 19:10:11,2025-09-24 19:10:11,,-90.83,-90.83,USD,USD,,Credit,4900,BTC741,PBC739,REF67767,5155.64,,,Booked,Electricity Co,Utilities 
A003,T282664,O9173859,2025-11-11 07:01:09,2025-11-12 07:01:09,,-85.15,-85.15,USD,USD,,Transfer,5812,BTC910,PBC754,REF67261,3687.98,,,Booked,Starbucks,Food & Drink
A003,T278765,O8092102,2025-10-24 17:15:47,2025-10-25 17:15:47,,-190.42,-190.42,USD,USD,,Transfer,4812,BTC461,PBC152,REF77329,19364.3,,,Booked,Verizon ,Mobile / Telecom 
A001,T170634,O2227162,2025-12-10 12:47:47,2025-12-11 12:47:47,,-42.57,-42.57,GBP,GBP,,Transfer,5812,BTC572,PBC760,REF81939,1062.25,,,Booked,Starbucsk,Food & Drink 
A001,T190898,O8421969,2025-11-04 16:23:56,2025-11-04 16:23:56,,-72.11,-72.11,GBP,GBP,,Credit,4900,BTC521,PBC730,REF29840,1940.28,,,Booked,Electricity Co, Utilities
A002,T406117,O3879233,2025-07-20 08:43:36,2025-07-21 08:43:36,2025-07-20 08:43:36,1500,1500,EUR,EUR,,Debit,6011,BTC725,PBC368,REF50365,-365.65,,,Booked,PAYRLOL LTD, Income
A003,T280425,O5308018,2025-12-05 13:20:55,2025-12-05 13:20:55,,-97.78,-97.78,USD,USD,,Credit,5411,BTC267,PBC465,REF56698,19367.83,,,Booked, Tesco, Grocery
A001,T523210,O6107472,2025-10-08 14:39:37,2025-10-09 14:39:37,,1500,1500,GBP,GBP,,Credit,6011,BTC435,PBC253,REF19459,4761.3,,,Booked,payroll ltd, Income
A002,T811824,O5236162,2025-12-24 18:48:26,2025-12-24 18:48:26,24/12/2025 18:48,54.23,54.23,EUR,EUR,,Transfer,5942,BTC304,PBC300,REF82937,3735.43,,,Booked,Amazon,Online Shopping
A002,T658380,O8770973,2025-11-04 10:12:53,2025-11-04 10:12:53,,-67.99,-67.99,EUR,EUR,,Debit,4900,BTC834,PBC666,REF36733,15105.64,,,Booked, Elecrticity Co ,Utilities
A003,T545957,O6290638,2025-03-13 11:54:10,2025-03-14 11:54:10,,-134.21,-134.21,USD,USD,,Refund,5812,BTC949,PBC863,REF56390,15016.6,,,Pending,starbucks,Food & Drink
A001,T733954,O2404503,2025-09-06 18:27:40,2025-09-07 18:27:40,2025-09-06 18:27:40,-26.69,-26.69,GBP,GBP,,Debit,4121,BTC457,PBC655,REF62345,-416.68,,,Booked, Uber,Transport
A003,T995528,O9086630,2025-05-24 12:15:27,2025-05-24 12:15:27,,-486.65,-486.65,USD,USD,,Credit,5311,BTC878,PBC259,REF66810,14936.02,Counterparty 98,CP548158,Booked,Target,Retail 
A001,T666432,O7809740,2025-06-09 19:02:47,2025-06-09 19:02:47,,-54.84,-54.84,GBP,GBP,,Credit,4111,BTC970,PBC405,REF92656,5947.81,,,Booked, Trainline ,Transport Services
A002,T259401,O3681207,2025-01-28 07:21:54,2025-01-28 07:21:54,,-139.05,-139.05,EUR,EUR,,Debit,4899,BTC410,PBC203,REF47976,7718.9,,,Pending,Netflix,Streaming / Subscriptions
A002,T640546,O3498809,2025-07-18 14:52:39,2025-07-19 14:52:39,2025/07/18 14:52:39,-74.1,-74.1,EUR,EUR,,Debit,5812,BTC631,PBC567,REF72094,5887.28,,,Booked,Starbukcs, Food & Drink 
A002,T983794,O4684531,2025-11-28 09:24:17,2025-11-28 09:24:17,,-77.01,-77.01,EUR,EUR,,Credit,4121,BTC804,PBC670,REF93886,3810.01,,,Booked,ubre,Transport
A001,T471958,O1715242,2025-05-22 09:37:31,2025-05-22 09:37:31,,-80.79,-80.79,GBP,GBP,,Debit,4121,BTC734,PBC555,REF96139,8826.05,,,Booked,ubre,Transport
A002,T762951,O8898869,2025-06-07 06:37:19,2025-06-07 06:37:19,,-13.1,-13.1,USD,EUR,1.2338,Refund,5812,BTC983,PBC835,REF13988,9296.31,,,Booked,starbucks, Food & Drink
A001,T863589,O5528798,2025-03-05 09:06:19,2025-03-06 09:06:19,,2000,2000,GBP,GBP,,Credit,6011,BTC595,PBC215,REF88085,2105.91,,,Booked,PAYROLL LTD, Income
A003,T672092,O2876932,2025-03-21 14:32:31,2025-03-21 14:32:31,,-364.03,-364.03,USD,USD,,Credit,4900,BTC674,PBC109,REF66057,16526.5,Counterparty 177,CP256294,Booked, Electricity Co,Utilities
A001,T196497,O7542007,2025-11-02 06:12:46,2025-11-02 06:12:46,,189.2,,GBP,GBP,,Refund,5734,BTC546,PBC543,REF16039,18238.94,,,Pending, Adobe,Software / Subscriptions 
A002,T529655,O8836451,2025-12-16 18:06:41,2025-12-16 18:06:41,,-51.85,-51.85,EUR,EUR,,Credit,4121,BTC736,PBC230,REF19838,8673.53,,,Booked,uber,Transport
A003,T321706,O2880131,2025-04-25 06:11:12,2025-04-25 06:11:12,,561.84,561.84,USD,USD,,Transfer,5942,BTC544,PBC208,REF22381,5978.63,,,Booked,Amazon,Online Shopping
A001,T335745,O2379281,2025-10-07 08:05:45,2025-10-08 08:05:45,,-183.37,-183.37,GBP,GBP,,Refund,0,BTC728,PBC683,REF48523,16348.81,,,Booked,****,Corrupted 
A002,T706007,O5757902,2025-11-23 17:29:31,2025-11-23 17:29:31,,-241.14,-241.14,EUR,EUR,,Debit,4899,BTC374,PBC430,REF74843,10888.98,,,Booked,Netflix,Streaming / Subscriptions
A003,T396183,O3058301,2025-11-06 13:41:57,2025-11-06 13:41:57,,2000,2000,USD,USD,,Transfer,6011,BTC570,PBC710,REF24540,17786.7,,,Booked, PAYROLL LTD ,Income 
A003,T508800,O3855502,2025-12-02 06:44:02,2025-12-02 06:44:02,,1500,1500,USD,USD,,Transfer,6011,BTC397,PBC394,REF78428,14458.57,,,Booked,PAYROLL LTD ,Income
A002,T703172,O1891503,2025-07-02 20:17:23,2025-07-02 20:17:23,,-800,-800,EUR,EUR,,Transfer,6513,BTC324,PBC217,REF24559,4014.11,,,Booked,LANDLODR LTD, Rent / Mortgage
A003,T110215,O3509000,2025-04-16 16:23:11,2025-04-16 16:23:11,,-52.03,-52.03,USD,USD,,Debit,5812,BTC300,PBC249,REF59923,7851.93,,,Booked, starbucks,Food & Drink 
A002,T286367,O6203625,2025-04-09 12:37:40,2025-04-09 12:37:40,,-20.37,-20.37,EUR,EUR,,Refund,4111,BTC388,PBC121,REF94877,13434.7,,,Booked,Trainline, Transport Services
A002,T204415,O3658243,2025-03-12 22:52:47,2025-03-13 22:52:47,,-39.46,-39.46,USD,EUR,0.9862,Debit,5411,BTC425,PBC629,REF62837,9589.4,,,Pending,Tesco, Groceries 
A001,T228574,O9079852,2025-12-26 15:42:20,2025-12-26 15:42:20,,1500,1500,GBP,GBP,,Transfer,6011,BTC693,PBC344,REF51936,18686.16,,,Booked,PARYOLL LTD,Income
A001,T203428,O4236786,2025-02-01 10:21:23,2025-02-02 10:21:23,"Feb 01, 2025 10:21 AM",-327.81,-327.81,GBP,GBP,,Credit,4900,BTC937,PBC295,REF95767,18778.18,,,Booked,Electricity Co,Utilities 
A001,T269244,O4847593,2025-02-20 16:08:38,2025-02-21 16:08:38,2025-02-20 16:08:38,-8.88,-8.88,GBP,GBP,,Transfer,5734,BTC505,PBC980,REF80215,5961.54,,,Booked,Adobe,Software / Subscriptions
A003,T622873,O1833152,2025-04-19 16:57:14,2025-04-20 16:57:14,,1500,1500,USD,USD,,Credit,6011,BTC302,PBC301,REF51958,19795.45,,,Booked,PAYROLL LDT, Income
A001,T408137,O2685367,2025-09-01 16:01:40,2025-09-01 16:01:40,,-699.38,-699.38,GBP,GBP,,Debit,7997,BTC977,PBC816,REF96289,13950.78,,,Pending,gymbox ,Fitness
A002,T629342,O8247127,2025-03-02 21:17:38,2025-03-02 21:17:38,2025-03-02 21:17:38,-101.06,-101.06,EUR,EUR,,Transfer,5411,BTC386,PBC999,REF82938,17562.56,,,Booked,tesco,Supermarket 
A001,T897493,O4457963,2025-07-18 08:52:08,2025-07-18 08:52:08,,2500,2500,GBP,GBP,,Debit,6011,BTC908,PBC372,REF22960,9984.52,,,Booked,payroll ltd ,Income
A003,T659461,O8452933,2025-11-23 15:35:41,2025-11-23 15:35:41,2025/11/23 15:35:41,-516.91,-516.91,USD,USD,,Transfer,5712,BTC949,PBC822,REF42150,7437.76,,,Pending,IKAE, Home Furnishing
A001,T917249,O1058101,2025-05-21 20:52:33,2025-05-21 20:52:33,,-104.35,-104.35,GBP,GBP,,Refund,5812,BTC635,PBC862,REF68148,11573.63,,,Booked,Starbucks, Food & Drink
A003,T954084,O9997712,2025-06-08 22:05:06,2025-06-08 22:05:06,08-06-2025 22:05:06,1207.52,,USD,USD,,Credit,4812,BTC197,PBC380,REF10533,10674.57,,,Booked,Veirzon, Mobile / Telecom 
A003,T232040,O6595355,2025-04-15 13:54:23,2025-04-15 13:54:23,15/04/2025 13:54,-196.28,-196.28,USD,USD,,Debit,0,BTC151,PBC905,REF12799,440.81,,,Pending,****, Corrupted
A002,T402321,O2750356,2025-11-07 10:52:26,2025-11-07 10:52:26,,-37,-37,EUR,EUR,,Transfer,5541,BTC776,PBC987,REF19781,3787.55,,,Booked,Shell Fuel,Fuel
A002,T846060,O8179108,2025-11-25 08:18:21,2025-11-25 08:18:21,,-235.25,-235.25,EUR,EUR,,Refund,5651,BTC562,PBC610,REF97828,6139.61,,,Booked,Zara ,Clothing
A001,T882259,O3342687,2025-10-07 07:39:52,2025-10-07 07:39:52,2025-10-07 07:39:52,-109.58,-109.58,GBP,GBP,,Credit,5541,BTC519,PBC577,REF70338,1434.61,Counterparty 156,CP908847,Booked,Shell Fuel,Fuel
A001,T373393,O6707375,2025-08-15 18:12:08,2025-08-15 18:12:08,,-662.04,-662.04,GBP,GBP,,Credit,4899,BTC686,PBC205,REF81589,13373.85,,,Pending,netflix, Streaming / Subscriptions 
A001,T592654,O1390306,2025-04-15 07:52:24,2025-04-15 07:52:24,,-189.36,-189.36,GBP,GBP,,Refund,4121,BTC400,PBC296,REF34504,5462.32,,,Booked, Uber ,Travel
